,id,app_name,genres,specs,tags
1273,298240,Red Crucible®: Firestorm,"Action, Casual, Free to Play, Indie, Simulation","Multi-player, Online Multi-Player, Cross-Platform Multiplayer, In-App Purchases, Partial Controller Support","Shooter, Free to Play, FPS, Multiplayer, Action, War, First-Person, Tanks, Third-Person Shooter, Open World, Simulation, Singleplayer, PvP, Third Person, Indie, Co-op, Controller, Adventure, Casual, Funny"
1274,298260,Only If,"Adventure, Free to Play, Indie","Single-player, Steam Achievements","Free to Play, Adventure, First-Person, Horror, Puzzle, Indie, Singleplayer, Walking Simulator, Survival, Multiplayer, Surreal, Atmospheric, Comedy, Action, Open World, FPS, Casual, Simulation, Funny, Co-op"
1275,298340,FLASHOUT 2,"Action, Indie, Racing, Simulation","Single-player, Multi-player, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Partial Controller Support","Racing, Indie, Action, Simulation, Multiplayer, Sci-fi"
1276,298360,Immortal Defense,"Action, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Steam Leaderboards, Includes level editor","Indie, Strategy, Action, Tower Defense, Sci-fi, Space, Story Rich, Atmospheric, Transhumanism, Dark, Great Soundtrack, Silent Protagonist, Level Editor, Difficult, Abstract, Cult Classic, Based On A Novel, Psychological, Psychedelic"
1277,298400,Knightmare Tower,"Action, Casual, Indie","Single-player, Steam Achievements, Full controller support, Partial Controller Support, Steam Cloud, Stats, Steam Leaderboards","Action, Indie, Casual, 2D, Medieval, Singleplayer, Arcade"
1278,298480,Victory At Sea,"Action, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Stats","Strategy, Naval, World War II, Simulation, Action, Tactical, RTS"
1279,298520,Orbital Gear,"Action, Indie, Simulation","Single-player, Multi-player, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Stats, Steam Leaderboards","Action, Indie, Mechs, Multiplayer, Simulation, Shooter, Sci-fi, Arena Shooter, Side Scroller, Fast-Paced, Space, 4 Player Local, Great Soundtrack, PvP, 2D, Singleplayer, Platformer"
1280,298600,Lovely Planet,"Action, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Stats","Indie, FPS, Action, Great Soundtrack, Anime, Cute, Shooter, Fast-Paced, Difficult, First-Person, Singleplayer, Platformer, Abstract, Colorful, 3D Platformer, Psychological Horror, Arcade"
1281,298630,The Escapists,"Action, Adventure, Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Steam Leaderboards","Pixel Graphics, Strategy, Crafting, Singleplayer, Simulation, 2D, Indie, Difficult, Action, Survival, Adventure, Puzzle, RPG, Top-Down, Funny, Sandbox, Multiplayer, Comedy, Rogue-like, Co-op"
1282,2990,FlatOut 2™,Racing,Single-player,"Racing, Destruction, Multiplayer, Great Soundtrack, Classic, Action, Singleplayer, Music, Simulation, Driving, Arcade, Physics, Comedy, Casual, Atmospheric, Funny"
1283,299030,Blood: One Unit Whole Blood,"Action, Adventure",Single-player,"Classic, FPS, Action, Horror, Gore, Shooter, Adventure, 1990's, Retro, Dark, Zombies, Singleplayer, Atmospheric, Difficult, First-Person"
1284,299250,European Ship Simulator,Simulation,"Single-player, Steam Achievements, Steam Trading Cards","Simulation, Open World, Singleplayer, Adventure, Multiplayer, Action, Naval, Free to Play"
1285,299260,Commando Jack,"Action, Indie, Strategy","Single-player, Steam Trading Cards","Strategy, Action, Indie, Tower Defense"
1286,299360,Block N Load,"Action, Free to Play, Massively Multiplayer, Strategy","Single-player, Multi-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Valve Anti-Cheat enabled, Stats, Includes level editor","Free to Play, Action, Multiplayer, FPS, Building, Shooter, Strategy, First-Person, Team-Based, Base Building, Class-Based, Destruction, Massively Multiplayer, PvP, Sandbox, Funny, MOBA, Voxel, Comedy, Gore"
1287,299420,CubeGun,"Action, Free to Play, Indie, Early Access","Single-player, Multi-player, Co-op, Steam Achievements, Steam Cloud, Stats, Steam Leaderboards, Includes level editor","Early Access, Free to Play, Indie, Sandbox, Multiplayer, Action, Crafting, Building"
1288,299460,Woodle Tree Adventures,"Action, Adventure, Indie","Single-player, Shared/Split Screen, Steam Achievements, Steam Trading Cards, Partial Controller Support","Indie, Adventure, Platformer, Action, Family Friendly, Cute, 3D Platformer, Casual, Local Co-Op, Short, Multiplayer, Singleplayer, Colorful, Illuminati, Anime, Nudity"
1289,299480,Rogue Stormers,"Action, Indie","Single-player, Multi-player, Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards","Rogue-like, Twin Stick Shooter, Action, Indie, Co-op, Multiplayer, Local Co-Op, Platformer, Singleplayer, Shooter, Female Protagonist, Arcade, 2D, Rogue-lite, Side Scroller, Shoot 'Em Up, Fast-Paced, RPG, Online Co-Op, 4 Player Local"
1290,299540,Heroes Rise: The Prodigy,"Indie, RPG","Single-player, Steam Achievements, Captions available, Steam Cloud","Choose Your Own Adventure, RPG, Text-Based, Indie, Superhero, Interactive Fiction, Story Rich, Romance"
1291,299660,6180 the moon,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud","Indie, Action, Platformer, 2D, Singleplayer, Casual, Experimental, Minimalist, Short, Puzzle-Platformer, Great Soundtrack, Atmospheric, Soundtrack, Family Friendly, Controller, Music, Retro, Steam Machine"
1292,299680,Tengami,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Cloud","Adventure, Indie, Casual, Puzzle, Point & Click, Atmospheric, Short, Singleplayer, Great Soundtrack"
1293,299720,Terrorhedron Tower Defense,"Casual, Indie, Strategy","Single-player, Multi-player, Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud","Tower Defense, Indie, Strategy, Casual, Multiplayer, Great Soundtrack, Online Co-Op, Co-op"
1294,299740,Miscreated,"Action, Adventure, Indie, Massively Multiplayer, RPG, Simulation, Strategy, Early Access","Multi-player, MMO, Steam Trading Cards, Partial Controller Support, Valve Anti-Cheat enabled","Early Access, Survival, Open World, Zombies, Multiplayer, Post-apocalyptic, Crafting, Massively Multiplayer, PvP, Action, Sandbox, Co-op, FPS, Simulation, First-Person, Horror, Indie, Walking Simulator, Singleplayer, MMORPG"
1295,299780,Noir Syndrome,"Adventure, Indie, RPG","Single-player, Steam Trading Cards","Indie, Adventure, RPG, Noir, Pixel Graphics, Detective, Rogue-like, Mystery, Procedural Generation"
1296,30,Day of Defeat,Action,"Multi-player, Valve Anti-Cheat enabled","FPS, World War II, Multiplayer, Action, Shooter, War, Team-Based, Classic, Class-Based, First-Person, Historical, Military, Co-op, Singleplayer, Tactical"
1297,300,Day of Defeat: Source,Action,"Multi-player, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Valve Anti-Cheat enabled, Stats, Includes Source SDK","FPS, World War II, Multiplayer, Action, Shooter, Team-Based, Military, War, Class-Based, First-Person, Historical, Tactical, Classic, Realistic, Strategy, Gore, Massively Multiplayer, Online Co-Op, Simulation, Comedy"
1298,300040,Divine Souls F2P MMO,"Action, Adventure, Free to Play, Indie, Massively Multiplayer, RPG, Strategy","Single-player, Multi-player, MMO, Co-op, Steam Trading Cards, Partial Controller Support","Free to Play, MMORPG, Action, Massively Multiplayer, RPG, Anime, Adventure, Multiplayer, Hack and Slash, Strategy, Co-op, Action RPG, Indie, PvP, Third Person, Action-Adventure, Open World, Fast-Paced, Singleplayer, MOBA"
1299,300080,Total War Battles: KINGDOM,"Free to Play, Strategy","Single-player, Multi-player","Strategy, Free to Play, Medieval, Multiplayer, War, RTS, Singleplayer, Action, City Builder, Casual"
1300,300220,Victim of Xen,"Adventure, Casual, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards","RPGMaker, RPG, Adventure, Casual, Anime, Indie, JRPG"
1301,300300,Ichi,"Casual, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Stats, Steam Leaderboards, Includes level editor","Casual, Indie, Puzzle, Strategy, Singleplayer, 2D, Minimalist, Touch-Friendly"
1302,300340,Lemma,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Stats, Steam Leaderboards, Includes level editor","Parkour, First-Person, Adventure, Indie, Action, Female Protagonist, Singleplayer, Voxel"
1303,300400,Unpossible,Racing,"Single-player, Steam Achievements, Full controller support, Stats, Steam Leaderboards","Racing, Fast-Paced, Arcade, Action, Indie, Difficult, Runner, Sci-fi"
1304,300550,Shadowrun: Dragonfall - Director's Cut,"Adventure, Indie, RPG, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Includes level editor","RPG, Cyberpunk, Turn-Based, Strategy, Sci-fi, Tactical, Isometric, Story Rich, Singleplayer, Indie, CRPG, Adventure, Fantasy, Turn-Based Tactics, Atmospheric, Kickstarter, Turn-Based Strategy, Moddable, Female Protagonist, Touch-Friendly"
1305,300570,Infinifactory,"Indie, Simulation","Single-player, Steam Achievements, Captions available, Steam Workshop, Steam Cloud, Steam Leaderboards, Includes level editor","Puzzle, Indie, Simulation, Building, Sandbox, Programming, Singleplayer, First-Person, Difficult, Sci-fi, Strategy, Great Soundtrack"
1306,300760,Epsilon,"Action, Indie, Strategy, Early Access","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support","Early Access, Action, Strategy, Indie, Tactical, FPS"
1307,300820,Disney•Pixar Toy Story 3: The Video Game,"Action, Adventure","Single-player, Shared/Split Screen, Full controller support, Steam Cloud","Family Friendly, Action, Adventure, Cartoony, Sandbox, Open World, Local Co-Op, Psychological Horror"
1308,300900,Hippocampal: The White Sofa,Indie,Single-player,"Indie, Walking Simulator"
1309,300970,Fiesta Online NA,"Free to Play, Massively Multiplayer, RPG",MMO,"Free to Play, Anime, Massively Multiplayer, RPG, MMORPG, Fantasy, Action, Multiplayer, Nudity, Adventure"
1310,301120,Eastside Hockey Manager,"Simulation, Sports","Single-player, Multi-player, Steam Workshop","Sports, Simulation, Management, Singleplayer"
1311,301190,Frederic: Resurrection of Music,"Action, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards","Indie, Casual, Music, Action, Rhythm, Great Soundtrack, Comedy, Touch-Friendly"
1312,301200,Frederic: Evil Strikes Back,"Action, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards","Indie, Casual, Music, Action, Comedy, Great Soundtrack, Rhythm, Touch-Friendly"
1313,301460,Electronic Super Joy: Groove City,"Action, Indie","Single-player, Steam Achievements, Full controller support, Partial Controller Support, Steam Cloud, Steam Leaderboards","Indie, Platformer, Action, Great Soundtrack, Difficult, Pixel Graphics"
1314,301520,Robocraft,"Action, Free to Play, Indie, Massively Multiplayer, RPG, Simulation","Multi-player, Online Multi-Player, MMO, Online Co-op, Steam Trading Cards, In-App Purchases","Free to Play, Robots, Building, Multiplayer, Action, Shooter, PvP, Massively Multiplayer, Sandbox, Crafting, Third-Person Shooter, Sci-fi, Strategy, Simulation, Indie, Open World, Funny, Adventure, RPG, FPS"
1315,301640,Zombie Army Trilogy,Action,"Single-player, Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards","Zombies, Action, Co-op, World War II, Multiplayer, Third-Person Shooter, Horror, Sniper, Survival, Gore, Shooter, Singleplayer, Post-apocalyptic, Survival Horror, Third Person, War, FPS, Open World, Female Protagonist, First-Person"
1316,301750,RADical ROACH Remastered,"Action, Adventure, Casual, Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud","Indie, Action, Casual, Adventure, Shoot 'Em Up, Simulation, Strategy, Bullet Hell, Side Scroller, Difficult"
1317,301760,Disney•Pixar Cars 2: The Video Game,"Action, Adventure, Racing","Single-player, Local Multi-Player, Shared/Split Screen, Full controller support, Steam Cloud","Action, Adventure, Racing, Family Friendly, Psychological Horror, Horror"
1318,301860,Submerged,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud","Exploration, Female Protagonist, Adventure, Open World, Post-apocalyptic, Indie, Relaxing, Colorful, Mystery, Atmospheric, Parkour, Family Friendly, Third Person, Singleplayer, Walking Simulator, Survival"
1319,301910,Saints Row: Gat out of Hell,Action,"Single-player, Co-op, Steam Achievements, Full controller support, Steam Trading Cards","Action, Open World, Comedy, Co-op, Third Person, Funny, Demons, Adventure, Third-Person Shooter, Multiplayer, Singleplayer, Sandbox, Shooter, Atmospheric, Dark Humor, Female Protagonist, Online Co-Op, Mature, Gore, First-Person"
1320,301970,Screencheat,"Action, Indie","Single-player, Multi-player, Shared/Split Screen, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud","Split Screen, Action, Indie, Local Multiplayer, FPS, Multiplayer, 4 Player Local, Controller, Funny, Local Co-Op"
1321,302010,The Blue Flamingo,"Action, Indie","Single-player, Full controller support, Steam Trading Cards, Steam Leaderboards","Action, Indie, Shoot 'Em Up"
1322,302060,Trucks & Trailers,"Indie, Simulation","Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Steam Leaderboards","Simulation, Indie, Driving, Singleplayer"
1323,302080,Bus Driver,"Indie, Simulation","Single-player, Partial Controller Support","Simulation, Indie, Driving, Singleplayer, Open World"
1324,302270,Dungeon Defenders Eternity,"Action, Indie, RPG, Strategy","Single-player, Multi-player, Co-op, Cross-Platform Multiplayer, Steam Trading Cards, Steam Workshop, Partial Controller Support","Tower Defense, Co-op, RPG, Multiplayer, Strategy, Action RPG, Action, Adventure, Indie, Loot, Singleplayer, Online Co-Op, Casual, Fantasy, Third Person, Massively Multiplayer"
1325,302510,Ryse: Son of Rome,Action,"Single-player, Multi-player, Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards","Quick-Time Events, Rome, Action, Hack and Slash, Third Person, Historical, Adventure, Singleplayer, Gore, Multiplayer, Linear, Co-op, Atmospheric, Benchmark, War, RPG, Nudity, Short, Open World, Fantasy"
1326,302590,Of Guards And Thieves,"Action, Casual, Free to Play, Indie, Massively Multiplayer, Early Access","Multi-player, Online Multi-Player, MMO, Online Co-op, Cross-Platform Multiplayer, Steam Trading Cards, Steam Cloud, Includes level editor","Early Access, Action, Indie, Stealth, Free to Play, Multiplayer, Co-op, Top-Down, Shooter, Massively Multiplayer, Casual, Sandbox, Zombies, Funny, Tactical, Team-Based, Top-Down Shooter"
1327,302670,Call to Arms,"Action, Free to Play, Indie, Simulation, Strategy, Early Access","Single-player, Multi-player, Online Multi-Player, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Steam Workshop, In-App Purchases, Partial Controller Support, Steam Cloud, Stats, Steam Leaderboards, Includes level editor","Early Access, Strategy, Military, RTS, Multiplayer, Simulation, Action, War, Tactical, Free to Play, Modern, Singleplayer, Co-op, Realistic, Indie, FPS, Third Person, Shooter, Sandbox, Third-Person Shooter"
1328,302830,BLOCKADE 3D,"Action, Free to Play, Early Access","Multi-player, Co-op","Early Access, Free to Play, Shooter, Multiplayer, FPS, Action, Building, Zombies, Pixel Graphics, Online Co-Op, Survival, Sandbox, Co-op, 3D Vision, Massively Multiplayer, Adventure, Open World, Funny, Casual, Controller"
1329,302970,Radiant Defense,"Indie, Strategy","Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards","Strategy, Indie, Tower Defense"
1330,303210,The Beginner's Guide,"Adventure, Indie","Single-player, Captions available, Partial Controller Support","Story Rich, Walking Simulator, Indie, Narration, Atmospheric, Short, First-Person, Singleplayer, Adventure, Abstract, Great Soundtrack, Surreal, Dark, Experimental, Psychological, Psychological Horror, Experience, Puzzle, Horror"
1331,303390,Dead Bits,"Action, Casual, Indie","Single-player, Steam Trading Cards","Indie, Action, Casual, FPS, Shooter, First-Person, Great Soundtrack, Zombies, Singleplayer, Voxel, Multiplayer, Horror, Pixel Graphics, Difficult"
1332,303800,The Witcher Adventure Game,"Adventure, Strategy","Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Steam Leaderboards","Strategy, Board Game, Adventure, Multiplayer, Singleplayer, Card Game, Fantasy, Turn-Based, Touch-Friendly"
1333,304030,ArcheAge,"Free to Play, Massively Multiplayer, RPG","Multi-player, MMO, Steam Trading Cards, In-App Purchases","Massively Multiplayer, Free to Play, MMORPG, RPG, Open World, Sandbox, Fantasy, Adventure, PvP, Multiplayer, PvE, Action, Pirates, Exploration, Crafting, Walking Simulator, Nudity, Third Person, Co-op, Gambling"
1334,304050,Trove,"Action, Adventure, Casual, Free to Play, Massively Multiplayer, RPG","Online Multi-Player, MMO, Co-op, Steam Achievements, Steam Trading Cards, Steam Workshop, In-App Purchases","Free to Play, Open World, Multiplayer, Adventure, Massively Multiplayer, Building, MMORPG, Sandbox, Action, Pixel Graphics, RPG, Crafting, Third Person, Exploration, Co-op, Dungeon Crawler, Voxel, Funny, Casual, FPS"
1335,304240,Resident Evil / biohazard HD REMASTER,"Action, Adventure","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards","Survival Horror, Zombies, Horror, Classic, Remake, Atmospheric, Singleplayer, Puzzle, Survival, Action, Adventure, Third Person, Cult Classic, Female Protagonist, Story Rich, Difficult, Gore, Shooter, Great Soundtrack, Third-Person Shooter"
1336,304350,Wildlife Park 2,"Casual, Indie, Simulation, Strategy",Single-player,"Simulation, Strategy, Casual, Indie, Management, Sandbox, Realistic, Economy, Family Friendly"
1337,304410,Hexcells Infinite,"Casual, Indie, Strategy","Single-player, Steam Achievements, Steam Cloud","Puzzle, Indie, Casual, Strategy, Minimalist, Singleplayer, Relaxing, Touch-Friendly, Difficult"
1338,304500,Rooms: The Main Building,"Casual, Indie","Single-player, Steam Trading Cards, Steam Cloud","Casual, Indie, Puzzle"
1339,304650,SUNLESS SEA,"Adventure, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud","Exploration, Survival, Lovecraftian, Story Rich, Dark, Adventure, Singleplayer, RPG, Atmospheric, Horror, Rogue-like, Indie, Great Soundtrack, Open World, Steampunk, Rogue-lite, 2D, Kickstarter, Gothic, Sandbox"
1340,304670,Aeon Command,"Casual, Indie, Strategy","Single-player, Multi-player, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards","Strategy, Indie, Casual, Space, Sci-fi"
1341,304730,Train Fever,"Casual, Indie, Simulation","Single-player, Steam Achievements","Simulation, Trains, Management, Strategy, Economy, Indie, Sandbox, Singleplayer, City Builder, Building, Casual, Adventure, Open World, Moddable"
1342,304910,Sky Gamblers: Storm Raiders,"Action, Indie, Simulation","Single-player, Multi-player, Co-op, Cross-Platform Multiplayer, Steam Achievements, Partial Controller Support, Steam Cloud, Steam Leaderboards","Action, Simulation, Flight, Indie, Arcade, World War II, Multiplayer"
1343,304930,Unturned,"Action, Adventure, Casual, Free to Play, Indie","Single-player, Online Multi-Player, Online Co-op, Steam Achievements, Steam Trading Cards, Steam Workshop, In-App Purchases, Steam Cloud, Valve Anti-Cheat enabled, Stats, Includes level editor","Free to Play, Survival, Zombies, Multiplayer, Open World, Adventure, Crafting, Action, First-Person, Co-op, Sandbox, Post-apocalyptic, Shooter, FPS, Singleplayer, Massively Multiplayer, Indie, Atmospheric, Casual, Horror"
1344,304950,Castaway Paradise - Town Building Sim,"Adventure, Casual, Indie, RPG, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards","Simulation, Indie, Adventure, RPG, Casual, Open World, Family Friendly, Sandbox, Story Rich, Singleplayer, Building"
1345,3050,Xpand Rally Xtreme,Racing,"Single-player, Multi-player","Racing, Offroad"
1346,305050,Outland,"Action, Adventure, Indie","Single-player, Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards","Platformer, Action, Adventure, Metroidvania, Co-op, Indie, 2D, Bullet Hell, Multiplayer, Controller, Great Soundtrack, Difficult, Singleplayer"
1347,305070,FIST OF AWESOME,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Partial Controller Support, Steam Leaderboards","Indie, Action, Adventure, Beat 'em up, Pixel Graphics, Great Soundtrack, 2D"
1348,305260,Battle Islands,"Free to Play, Simulation, Strategy","Single-player, Multi-player, Cross-Platform Multiplayer, Steam Achievements","Strategy, Free to Play, Multiplayer, World War II, Action, Casual, Singleplayer, Tower Defense, War, Co-op, Online Co-Op, Building, RPG, Adventure, Funny"
1349,305380,Blue Estate The Game,Action,"Single-player, Shared/Split Screen, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Steam Leaderboards","Action, On-Rails Shooter, Comedy, Quick-Time Events, FPS, Co-op, First-Person, Singleplayer, Shooter, Local Co-Op, Funny"
1350,305620,The Long Dark,"Adventure, Indie, Simulation, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud","Survival, Open World, Atmospheric, Exploration, First-Person, Adventure, Singleplayer, Sandbox, Crafting, Simulation, Indie, Post-apocalyptic, Walking Simulator, Survival Horror, Strategy, Action, Female Protagonist, Difficult, Horror, Multiplayer"
1351,305920,Another Perspective,"Adventure, Indie","Single-player, Steam Achievements, Partial Controller Support","Indie, Adventure, Platformer, Puzzle, 2D, Puzzle-Platformer, GameMaker"
1352,305960,Dragon: The Game,"Action, Indie, RPG, Simulation, Early Access","Single-player, Multi-player","Early Access, Dragons, RPG, Action, Simulation, Open World, Indie, Fantasy, Multiplayer, Adventure, Sandbox, Singleplayer"
1353,305980,Heavy Fire: Afghanistan,Action,"Single-player, Shared/Split Screen, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Steam Leaderboards","Action, On-Rails Shooter, First-Person"
1354,306020,Bloons TD 5,"Action, Strategy","Single-player, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Cloud, Steam Leaderboards","Tower Defense, Strategy, Co-op, Action, Family Friendly, Casual, Multiplayer, Singleplayer, Online Co-Op, Funny, 2D, Colorful, Sandbox, Difficult, Replay Value"
1355,306040,The Howler,"Casual, Indie, Simulation, Strategy","Single-player, Steam Trading Cards","Indie, Casual, Steampunk, Simulation, Strategy, Puzzle, Atmospheric, 2D, Singleplayer, Anime, Shoot 'Em Up, Difficult, Platformer, Funny, Hand-drawn, Arcade, Physics, Fantasy, Short, Zombies"
1356,306130,The Elder Scrolls® Online: Tamriel Unlimited™,"Massively Multiplayer, RPG","MMO, Steam Trading Cards, Partial Controller Support","RPG, Open World, MMORPG, Massively Multiplayer, Fantasy, Multiplayer, Adventure, First-Person, Third Person, Exploration, Action, Story Rich, Atmospheric, Great Soundtrack, Magic, Co-op, Action RPG, Sandbox, Singleplayer, Female Protagonist"
1357,306370,World of Subways 1 – The Path,Simulation,Single-player,"Simulation, Trains"
1358,306550,Runers,"Indie, RPG","Single-player, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards","RPG, Indie, Rogue-like, Rogue-lite, Magic, Top-Down, Local Co-Op, Action"
1359,306620,Frontline : Road to Moscow,Strategy,Single-player,"Strategy, World War II, Wargame"
1360,306660,Ultimate General: Gettysburg,"Indie, Simulation, Strategy","Single-player, Multi-player, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Stats, Steam Leaderboards","Strategy, Historical, Simulation, RTS, Tactical, Indie, Wargame, War, Singleplayer, Multiplayer, Military"
1361,306670,Overlord: Fellowship of Evil,"Action, Adventure","Single-player, Multi-player, Co-op, Steam Achievements, Full controller support","Adventure, Action, Villain Protagonist, Co-op, RPG, Multiplayer, Dark Humor"
1362,306680,Lexica,"Casual, Indie","Single-player, Steam Achievements","Casual, Indie, Puzzle, Word Game"
1363,307030,Fractured Soul,"Action, Adventure, Indie","Single-player, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Stats, Steam Leaderboards","Action, Adventure, Indie, Platformer"
1364,307070,Memories of a Vagabond,"Adventure, Indie, RPG","Single-player, Steam Trading Cards, Partial Controller Support","RPG, Indie, RPGMaker, Adventure, JRPG"
1365,307130,Asteria,"Action, Adventure, Indie","Single-player, Multi-player, Co-op, Steam Achievements, Steam Trading Cards, Partial Controller Support, Includes level editor","Indie, Adventure, Action, Platformer, Sandbox, Crafting, 2D, Side Scroller"
1366,307170,Borealis,"Action, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards","Casual, Indie, Action, Music-Based Procedural Generation, Procedural Generation, Score Attack, Crowdfunded, Singleplayer, Great Soundtrack, Relaxing, Bullet Hell, Funny, Psychedelic, Music"
1367,307290,Velvet Sundown,"Adventure, Casual, Free to Play, Indie, RPG","Multi-player, Co-op","Free to Play, Multiplayer, RPG, Adventure, Indie, Nudity, Casual, Co-op, Open World, Funny, Massively Multiplayer, Simulation, Walking Simulator, Realistic, Mystery, Survival, Action, FPS, Singleplayer, Comedy"
1368,307340,Platypus,Action,"Single-player, Shared/Split Screen, Steam Trading Cards","Action, Shoot 'Em Up, Local Co-Op, Classic"
1369,307640,Stick RPG 2: Director's Cut,RPG,Single-player,"RPG, Simulation, Singleplayer, Open World, Adventure, Indie, Walking Simulator, Action, Great Soundtrack, Casual"
1370,307670,Hard West,"Adventure, Indie, RPG, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud","Western, Strategy, Turn-Based Strategy, RPG, Turn-Based Combat, Adventure, Indie, Action, Turn-Based, Tactical, Horror, Turn-Based Tactics, Singleplayer, Atmospheric, Isometric, Gore, Kickstarter, Open World, Survival, Third Person"
1371,307690,Sleeping Dogs: Definitive Edition,"Action, Adventure, Racing","Single-player, Steam Achievements, Full controller support, Steam Leaderboards","Open World, Action, Martial Arts, Singleplayer, Crime, Third Person, Adventure, Parkour, Story Rich, Racing, Atmospheric, Multiplayer, Gore, Sandbox, Shooter, Mature, Great Soundtrack, Third-Person Shooter, Remake, Co-op"
1372,307780,Mortal Kombat X,Action,"Single-player, Multi-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards","Fighting, Gore, Action, Violent, Multiplayer, Blood, Mature, Competitive, Local Multiplayer, 2D Fighter, Atmospheric, Singleplayer, Arcade, Great Soundtrack, 2.5D, Online Co-Op, Fantasy, Third Person, Horror, Female Protagonist"
1373,307880,Savage Lands,"Action, Adventure, Indie, Simulation, Early Access","Single-player, Multi-player, Co-op, Steam Achievements, Steam Cloud","Early Access, Survival, Open World, Multiplayer, Crafting, Fantasy, Adventure, Sandbox, Action, Co-op, Medieval, RPG, First-Person, Singleplayer, Indie, Simulation, Dragons, Atmospheric, FPS, Horror"
1374,307990,Wildlife Park 2 - Fantasy,"Casual, Indie, Simulation, Strategy",Single-player,"Simulation, Casual, Indie, Strategy, Fantasy, Sandbox, Economy, Management, Family Friendly"
1375,308270,Buzz Aldrin's Space Program Manager,"Simulation, Strategy","Single-player, Multi-player, Steam Trading Cards","Simulation, Strategy, Space, Management, Cold War, Multiplayer, Singleplayer, Historical, Replay Value, Turn-Based, Turn-Based Strategy, Strategy RPG"
1376,308420,Ziggurat,"Action, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards","FPS, Rogue-lite, Procedural Generation, Magic, Action, Perma Death, Rogue-like, Indie, Shooter, Difficult, Replay Value, RPG, Arena Shooter, Dungeon Crawler, Fast-Paced, Exploration, Loot, Cartoony, Funny, Multiple Endings"
1377,310070,The Nightmare Cooperative,"Indie, Strategy","Single-player, Steam Trading Cards, Steam Leaderboards","Strategy, Indie, Rogue-like, Turn-Based, Puzzle, Co-op"
